"site","Lat_Y","Long_X","...1","genotype","master_id","date","tag_id","project","attachment","geno_layout","array","frag_n","size_tle","region","visit_1","1_month_date","n_old_dead_1","n_new_dead_1","n_missing_1","n_broken_1","per_partial_dead_old_1","per_partial_dead_new_1","snails1","disease1","bleach1","condition1","comments1","visit_12","12_month_date","n_old_dead_12","n_new_dead_12","n_missing_12","n_broken_12","per_partial_dead_old_12","per_partial_dead_new_12","snails12","disease12","bleach12","condition12","comments12","month","day","year","monitor_month_1","monitor_day_1","monitor_year_1","monitor_month_12","monitor_day_12","monitor_year_12","1_month_duration","12_month_duration","irma","alive1","propalive1","alive12","propalive12","total_n"
"Q-3",24.52272,-81.51727,2420,"38","42859-Q-3-498-38",2017-05-04,"498","Restoration","nails/cable ties","grouped",21,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,1,0,3,0,98,0,"N","N","N",3,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,1,0.2,1105
"Q-3",24.52272,-81.51727,2430,"38","42859-Q-3-499-38",2017-05-04,"499","Restoration","nails/cable ties","grouped",21,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,2,0,3,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1105
"Q-3",24.52272,-81.51727,2434,"38","42859-Q-3-497-38",2017-05-04,"497","Restoration","nails/cable ties","grouped",21,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,1,0,4,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1105
"Q-3",24.52272,-81.51727,2486,"4","42858-Q-3-433-4",2017-05-03,"433","Restoration","nails/cable ties","grouped",7,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,605
"Q-3",24.52272,-81.51727,2515,"4","42858-Q-3-434-4",2017-05-03,"434","Restoration","nails/cable ties","grouped",7,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,605
"Q-3",24.52272,-81.51727,2553,"4","42858-Q-3-432-4",2017-05-03,"432","Restoration","nails/cable ties","grouped",7,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,605
"Q-3",24.52272,-81.51727,2555,"4","42858-Q-3-431-4",2017-05-03,"431","Restoration","nails/cable ties","grouped",7,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,605
"Q-3",24.52272,-81.51727,2561,"4","42858-Q-3-435-4",2017-05-03,"435","Restoration","nails/cable ties","grouped",7,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,605
"Q-3",24.52272,-81.51727,2590,"41","42859-Q-3-492-41",2017-05-04,"492","Restoration","nails/cable ties","grouped",20,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,1,0,4,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1565
"Q-3",24.52272,-81.51727,2607,"41","42859-Q-3-493-41",2017-05-04,"493","Restoration","nails/cable ties","grouped",20,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,1,0,2,0,70,0,"N","N","N",3,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,2,0.4,1565
"Q-3",24.52272,-81.51727,2613,"41","42859-Q-3-495-41",2017-05-04,"495","Restoration","nails/cable ties","grouped",20,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,4,0,5,0,"N","N","N",2,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,1,0.2,1565
"Q-3",24.52272,-81.51727,2624,"41","42859-Q-3-494-41",2017-05-04,"494","Restoration","nails/cable ties","grouped",20,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,3,0,2,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1565
"Q-3",24.52272,-81.51727,2646,"41","42859-Q-3-491-41",2017-05-04,"491","Restoration","nails/cable ties","grouped",20,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1565
"Q-3",24.52272,-81.51727,2899,"42","42859-Q-3-474-42",2017-05-04,"474","Restoration","nails/cable ties","grouped",16,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,85
"Q-3",24.52272,-81.51727,2900,"42","42859-Q-3-471-42",2017-05-04,"471","Restoration","nails/cable ties","grouped",16,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,85
"Q-3",24.52272,-81.51727,2905,"42","42859-Q-3-473-42",2017-05-04,"473","Restoration","nails/cable ties","grouped",16,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,85
"Q-3",24.52272,-81.51727,2906,"42","42859-Q-3-472-42",2017-05-04,"472","Restoration","nails/cable ties","grouped",16,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,85
"Q-3",24.52272,-81.51727,2908,"42","42859-Q-3-475-42",2017-05-04,"475","Restoration","nails/cable ties","grouped",16,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,85
"Q-3",24.52272,-81.51727,2910,"43","42859-Q-3-488-43",2017-05-04,"488","Restoration","nails/cable ties","grouped",19,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,35
"Q-3",24.52272,-81.51727,2911,"43","42859-Q-3-489-43",2017-05-04,"489","Restoration","nails/cable ties","grouped",19,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,35
"Q-3",24.52272,-81.51727,2912,"43","42859-Q-3-490-43",2017-05-04,"490","Restoration","nails/cable ties","grouped",19,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,3,0,2,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,35
"Q-3",24.52272,-81.51727,2914,"43","42859-Q-3-486-43",2017-05-04,"486","Restoration","nails/cable ties","grouped",19,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,1,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,35
"Q-3",24.52272,-81.51727,2916,"43","42859-Q-3-487-43",2017-05-04,"487","Restoration","nails/cable ties","grouped",19,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,35
"Q-3",24.52272,-81.51727,2934,"44","42859-Q-3-479-44",2017-05-04,"479","Restoration","nails/cable ties","grouped",17,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,2,0,0,0,70,0,"N","N","N",3,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,3,0.6,1240
"Q-3",24.52272,-81.51727,2960,"44","42859-Q-3-478-44",2017-05-04,"478","Restoration","nails/cable ties","grouped",17,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,2,0,2,0,40,0,"N","N","N",3,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,1,0.2,1240
"Q-3",24.52272,-81.51727,2975,"44","42859-Q-3-477-44",2017-05-04,"477","Restoration","nails/cable ties","grouped",17,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,2,0,3,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1240
"Q-3",24.52272,-81.51727,3002,"44","42859-Q-3-476-44",2017-05-04,"476","Restoration","nails/cable ties","grouped",17,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,10,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1240
"Q-3",24.52272,-81.51727,3060,"44","42859-Q-3-480-44",2017-05-04,"480","Restoration","nails/cable ties","grouped",17,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,3,0,2,0,0,0,"N","N","N",4,"0",5,4,2017,6,28,2017,5,7,2018,55,368,1,5,1,0,0,1240
"Q-3",24.52272,-81.51727,3547,"5","42858-Q-3-444-5",2017-05-03,"444","Restoration","nails/cable ties","grouped",10,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,1470
"Q-3",24.52272,-81.51727,3588,"5","42858-Q-3-445-5",2017-05-03,"445","Restoration","nails/cable ties","grouped",10,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,1470
"Q-3",24.52272,-81.51727,3590,"5","42858-Q-3-443-5",2017-05-03,"443","Restoration","nails/cable ties","grouped",10,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,1470
"Q-3",24.52272,-81.51727,3682,"5","42858-Q-3-441-5",2017-05-03,"441","Restoration","nails/cable ties","grouped",10,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,1470
"Q-3",24.52272,-81.51727,3701,"5","42858-Q-3-442-5",2017-05-03,"442","Restoration","nails/cable ties","grouped",10,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,1470
"Q-3",24.52272,-81.51727,5392,"6","42858-Q-3-425-6",2017-05-03,"425","Restoration","nails/cable ties","grouped",5,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,65
"Q-3",24.52272,-81.51727,5393,"6","42858-Q-3-421-6",2017-05-03,"421","Restoration","nails/cable ties","grouped",5,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,4,0,10,0,"N","N","Y",2,"PALE",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,1,0.2,65
"Q-3",24.52272,-81.51727,5398,"6","42858-Q-3-423-6",2017-05-03,"423","Restoration","nails/cable ties","grouped",5,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,65
"Q-3",24.52272,-81.51727,5400,"6","42858-Q-3-424-6",2017-05-03,"424","Restoration","nails/cable ties","grouped",5,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,1,0,3,0,40,0,"N","N","Y",3,"PALE",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,1,0.2,65
"Q-3",24.52272,-81.51727,5401,"6","42858-Q-3-422-6",2017-05-03,"422","Restoration","nails/cable ties","grouped",5,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,2,0,3,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,65
"Q-3",24.52272,-81.51727,6115,"7","42858-Q-3-416-7",2017-05-03,"416","Restoration","nails/cable ties","grouped",4,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,2300
"Q-3",24.52272,-81.51727,6322,"7","42858-Q-3-419-7",2017-05-03,"419","Restoration","nails/cable ties","grouped",4,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,2300
"Q-3",24.52272,-81.51727,6323,"7","42858-Q-3-420-7",2017-05-03,"420","Restoration","nails/cable ties","grouped",4,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,1,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,2300
"Q-3",24.52272,-81.51727,6325,"7","42858-Q-3-418-7",2017-05-03,"418","Restoration","nails/cable ties","grouped",4,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,1,0,4,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,2300
"Q-3",24.52272,-81.51727,6368,"7","42858-Q-3-417-7",2017-05-03,"417","Restoration","nails/cable ties","grouped",4,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,2300
"Q-3",24.52272,-81.51727,7453,"8","42858-Q-3-411-8",2017-05-03,"411","Restoration","nails/cable ties","grouped",3,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,955
"Q-3",24.52272,-81.51727,7485,"8","42858-Q-3-413-8",2017-05-03,"413","Restoration","nails/cable ties","grouped",3,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,955
"Q-3",24.52272,-81.51727,7487,"8","42858-Q-3-414-8",2017-05-03,"414","Restoration","nails/cable ties","grouped",3,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,955
"Q-3",24.52272,-81.51727,7488,"8","42858-Q-3-415-8",2017-05-03,"415","Restoration","nails/cable ties","grouped",3,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,955
"Q-3",24.52272,-81.51727,7500,"8","42858-Q-3-412-8",2017-05-03,"412","Restoration","nails/cable ties","grouped",3,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,955
"Q-3",24.52272,-81.51727,7846,"9","42858-Q-3-437-9",2017-05-03,"437","Restoration","nails/cable ties","grouped",8,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,65
"Q-3",24.52272,-81.51727,7848,"9","42858-Q-3-439-9",2017-05-03,"439","Restoration","nails/cable ties","grouped",8,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,65
"Q-3",24.52272,-81.51727,7849,"9","42858-Q-3-440-9",2017-05-03,"440","Restoration","nails/cable ties","grouped",8,5,"10-25","Lower Keys",1,2017-06-28,0,0,0,0,0,0,"N","N","N",1,NA,12,2018-05-07,0,0,5,0,0,0,"N","N","N",4,"0",5,3,2017,6,28,2017,5,7,2018,56,369,1,5,1,0,0,65
