"site","Lat_Y","Long_X","...1","genotype","master_id","date","tag_id","project","attachment","geno_layout","array","frag_n","size_tle","region","visit_1","1_month_date","n_old_dead_1","n_new_dead_1","n_missing_1","n_broken_1","per_partial_dead_old_1","per_partial_dead_new_1","snails1","disease1","bleach1","condition1","comments1","visit_12","12_month_date","n_old_dead_12","n_new_dead_12","n_missing_12","n_broken_12","per_partial_dead_old_12","per_partial_dead_new_12","snails12","disease12","bleach12","condition12","comments12","month","day","year","monitor_month_1","monitor_day_1","monitor_year_1","monitor_month_12","monitor_day_12","monitor_year_12","1_month_duration","12_month_duration","irma","alive1","propalive1","alive12","propalive12","total_n"
"U-4",24.5384,-81.4535,1961,"34","43545-U-4-625-34",2019-03-21,"625","Restoration","nails/cable ties","grouped",9,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1575
"U-4",24.5384,-81.4535,1963,"34","43545-U-4-624-34",2019-03-21,"624","Restoration","nails/cable ties","grouped",9,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1575
"U-4",24.5384,-81.4535,2046,"34","43545-U-4-629-34",2019-03-21,"629","Restoration","nails/cable ties","grouped",9,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1575
"U-4",24.5384,-81.4535,2070,"34","43545-U-4-630-34",2019-03-21,"630","Restoration","nails/cable ties","grouped",9,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,3,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1575
"U-4",24.5384,-81.4535,2085,"34","43545-U-4-627-34",2019-03-21,"627","Restoration","nails/cable ties","grouped",9,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,5,"N","N","N",2,"WORMS",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1575
"U-4",24.5384,-81.4535,2091,"34","43545-U-4-628-34",2019-03-21,"628","Restoration","nails/cable ties","grouped",9,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1575
"U-4",24.5384,-81.4535,2118,"36","43545-U-4-565-36",2019-03-21,"565","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2128,"36","43545-U-4-568-36",2019-03-21,"568","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2149,"36","43545-U-4-564-36",2019-03-21,"564","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2150,"36","43545-U-4-563-36",2019-03-21,"563","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2151,"36","43545-U-4-566-36",2019-03-21,"566","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2155,"36","43545-U-4-569-36",2019-03-21,"569","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,2,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2165,"36","43545-U-4-567-36",2019-03-21,"567","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,5,"Y","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2166,"36","43545-U-4-570-36",2019-03-21,"570","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,4,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2189,"36","43545-U-4-562-36",2019-03-21,"562","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2213,"36","43545-U-4-561-36",2019-03-21,"561","Restoration","nails/cable ties","grouped",3,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,10,5,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,610
"U-4",24.5384,-81.4535,2317,"38","43545-U-4-618-38",2019-03-21,"618","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2334,"38","43545-U-4-617-38",2019-03-21,"617","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,15,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2345,"38","43545-U-4-620-38",2019-03-21,"620","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,2,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2389,"38","43545-U-4-615-38",2019-03-21,"615","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2401,"38","43545-U-4-616-38",2019-03-21,"616","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2425,"38","43545-U-4-619-38",2019-03-21,"619","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2435,"38","43545-U-4-614-38",2019-03-21,"614","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2447,"38","43545-U-4-613-38",2019-03-21,"613","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,2448,"38","43545-U-4-612-38",2019-03-21,"612","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,4,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1105
"U-4",24.5384,-81.4535,2453,"38","43545-U-4-611-38",2019-03-21,"611","Restoration","nails/cable ties","grouped",8,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1105
"U-4",24.5384,-81.4535,3044,"44","43545-U-4-579-44",2019-03-21,"579","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1240
"U-4",24.5384,-81.4535,3052,"44","43545-U-4-578-44",2019-03-21,"578","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,15,5,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1240
"U-4",24.5384,-81.4535,3108,"44","43545-U-4-574-44",2019-03-21,"574","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,3,5,0,"N","N","N",2,"WORMS",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1240
"U-4",24.5384,-81.4535,3122,"44","43545-U-4-572-44",2019-03-21,"572","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1240
"U-4",24.5384,-81.4535,3123,"44","43545-U-4-575-44",2019-03-21,"575","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1240
"U-4",24.5384,-81.4535,3126,"44","43545-U-4-580-44",2019-03-21,"580","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,3,0,0,0,50,5,"Y","N","N",3,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,2,0.4,1240
"U-4",24.5384,-81.4535,3131,"44","43545-U-4-577-44",2019-03-21,"577","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,0,5,0,"N","N","N",2,"WORMS",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1240
"U-4",24.5384,-81.4535,3143,"44","43545-U-4-571-44",2019-03-21,"571","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,1,0,0,1,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1240
"U-4",24.5384,-81.4535,3151,"44","43545-U-4-573-44",2019-03-21,"573","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,0,"N","N","N",1,"WORMS",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1240
"U-4",24.5384,-81.4535,3159,"44","43545-U-4-576-44",2019-03-21,"576","Restoration","nails/cable ties","grouped",4,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,0,"N","N","N",1,"WORMS",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1240
"U-4",24.5384,-81.4535,4202,"50","43545-U-4-552-50",2019-03-21,"552","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,1,"N","N","N",2,"WORMS",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4204,"50","43545-U-4-555-50",2019-03-21,"555","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,2,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4242,"50","43545-U-4-551-50",2019-03-21,"551","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,15,5,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4244,"50","43545-U-4-553-50",2019-03-21,"553","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4246,"50","43545-U-4-557-50",2019-03-21,"557","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,1,0,0,0,0,0,"N","N","N",1,"photo of dead",12,2020-03-23,0,0,1,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,4,0.8,4,0.8,3680
"U-4",24.5384,-81.4535,4249,"50","43545-U-4-560-50",2019-03-21,"560","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,2,0,15,2,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,3,0.6,3680
"U-4",24.5384,-81.4535,4288,"50","43545-U-4-559-50",2019-03-21,"559","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4369,"50","43545-U-4-556-50",2019-03-21,"556","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,3,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4408,"50","43545-U-4-554-50",2019-03-21,"554","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,4,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,4465,"50","43545-U-4-558-50",2019-03-21,"558","Restoration","nails/cable ties","grouped",2,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,3680
"U-4",24.5384,-81.4535,5052,"57","43545-U-4-581-57",2019-03-21,"581","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5067,"57","43545-U-4-583-57",2019-03-21,"583","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1470
"U-4",24.5384,-81.4535,5068,"57","43545-U-4-584-57",2019-03-21,"584","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5069,"57","43545-U-4-585-57",2019-03-21,"585","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5144,"57","43545-U-4-590-57",2019-03-21,"590","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5164,"57","43545-U-4-588-57",2019-03-21,"588","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5169,"57","43545-U-4-589-57",2019-03-21,"589","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5178,"57","43545-U-4-586-57",2019-03-21,"586","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,3,0,0,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,2,0.4,1470
"U-4",24.5384,-81.4535,5191,"57","43545-U-4-582-57",2019-03-21,"582","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,5,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1470
"U-4",24.5384,-81.4535,5202,"57","43545-U-4-587-57",2019-03-21,"587","Restoration","nails/cable ties","grouped",5,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1470
"U-4",24.5384,-81.4535,5406,"62","43545-U-4-600-62",2019-03-21,"600","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5449,"62","43545-U-4-597-62",2019-03-21,"597","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5472,"62","43545-U-4-599-62",2019-03-21,"599","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5491,"62","43545-U-4-591-62",2019-03-21,"591","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5529,"62","43545-U-4-593-62",2019-03-21,"593","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5531,"62","43545-U-4-592-62",2019-03-21,"592","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,15,5,"Y","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5541,"62","43545-U-4-594-62",2019-03-21,"594","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5542,"62","43545-U-4-595-62",2019-03-21,"595","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,10,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5554,"62","43545-U-4-596-62",2019-03-21,"596","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,5573,"62","43545-U-4-598-62",2019-03-21,"598","Restoration","nails/cable ties","grouped",6,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1065
"U-4",24.5384,-81.4535,6560,"75","43545-U-4-610-75",2019-03-21,"610","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,1,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,3,10,0,"N","N","N",2,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1695
"U-4",24.5384,-81.4535,6599,"75","43545-U-4-607-75",2019-03-21,"607","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1695
"U-4",24.5384,-81.4535,6623,"75","43545-U-4-609-75",2019-03-21,"609","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1695
"U-4",24.5384,-81.4535,6627,"75","43545-U-4-608-75",2019-03-21,"608","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1695
"U-4",24.5384,-81.4535,6664,"75","43545-U-4-606-75",2019-03-21,"606","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,2,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1695
"U-4",24.5384,-81.4535,6691,"75","43545-U-4-605-75",2019-03-21,"605","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,1,0,0,0,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1695
"U-4",24.5384,-81.4535,6730,"75","43545-U-4-603-75",2019-03-21,"603","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,0,5,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1695
"U-4",24.5384,-81.4535,6739,"75","43545-U-4-601-75",2019-03-21,"601","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,1,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,4,0.8,1695
"U-4",24.5384,-81.4535,6742,"75","43545-U-4-604-75",2019-03-21,"604","Restoration","nails/cable ties","grouped",7,5,"25-50","Lower Keys",1,2019-04-17,0,0,0,0,0,0,"N","N","N",1,NA,12,2020-03-23,0,0,0,1,0,0,"N","N","N",1,"0",3,21,2019,4,17,2019,3,23,2020,27,368,0,5,1,5,1,1695
